,Unnamed: 0,brand,name,old_price,new_price,ml,concentration,department,family,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,main family,fam_values
803,803,CAROLINA HERRERA,Good Girl,565,213.15,80,EDP,Women,Arabian,"Tonka Bean, Cocoa, Sandalwood, Praline, Cinnamon, Cedar, Cashmere Wood","Jasmine Sambac, Tuberose, Orris, Bulgarian Rose, Orange Blossom",4.8,hadayiq baris,3.8,122,Woody,
804,804,Dunhill,Desire Blue,280,68,100,EDT,Men,Fresh,"Tonka Bean, Musk, Amber And, Benzoin","Orange, Brazilian Rosewood And, Sea Notes",4.3,Modon,3.9,71,Fresh,
805,805,AZZARO,Chrome,121,121,100,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood And Cardamom","Cyclamen, Coriander, Jasmine And Oakmoss",5,Instant,3.7,44,Fresh,
806,806,Yves Saint Laurent,Black Opium,620,364.65,90,EDP,Women,Vanilla,"Musk, White Wood","Jasmine Tea, Orrange Blossom, Coffee",4.8,noon,4.2,98.1K,Oriental,
807,807,NINA RICCI,Premier Jour,300,136.45,100,EDP,Women,Fruity,"Sandalwood, Musk, Vanilla, Woodsy Notes","Orchid, Gardenia",4.7,noon,4.2,98.1K,Floral,
808,808,Dorall,Blue Princess,11.85,11.85,100,EDT,Men,Oriental,"Musk, Patchouli","Woody, Vetiver",5,hawas,454,9,Oriental,
809,809,GUESS,Seductive,177,86.75,75,EDT,Women,Spicy,"Vanille, Olibanum And Cashmere Wood","Jasmine, African Orange Flower And Orris Root",5,noon,4.2,98.1K,Oriental,
810,810,HUGO BOSS,Boss The Scent,535,155,100,EDP,Women,Fruity,Cacao,Osmanthus,4.6,hadayiq baris,3.8,122,Floral,
811,811,AVON,Today Tomorrow Always,98.95,98.95,75,EDT,Men,Citrus,"Sandalwood, patchouli, amber",Anise,5,Victoria,3.6,30,Fresh,
812,812,Lattafa,Oud Mood,119,42.55,100,EDP,Unisex,Woody,"Musk, Incense, Amber, Resin, Woody","Patchouli, Caramel, Agarwood",4.6,noon,4.2,98.1K,Woody,
813,813,MB,Tim Tom Leather Black,19,19,100,EDP,Men,Fresh,"Rose, Vanilla, Ginger","Pine, Cardamom, Lavender, Rosemary",3.3,Beautify,3.6,528,Fresh,
814,814,DIESEL,Plus Plus Masculine,50,30,75,EDT,Men,Spicy,"Vetiver, Musk, Sandalwood, Patchouli, Oak Moss, Nutmeg, Clove, Cinnamon, Tonka Bean and Anise","Jasmine, Birch, Sage, Cardamom, Coriander, Lily-of-The-Valley, Violet and Green Notes",4.5,Attractive perfume,3.5,244,Oriental,
815,815,LACOSTE,EDTTouch Of Pink For Wom,335,89,90,EDT,Women,Citrus,"Woody, Musk And Vanilla","Jasmine, Carrot, And Spicy Coriander",4.8,Cute Shop,3.7,98,Fresh,
816,816,GUCCI,Guilty Absolute,515,230,90,EDP,Men,Woody,"Woody Notes, Vetiver","Patchouli, Cypress",4.1,Rayhanti,3.8,537,Woody,
817,817,AMOUAGE,Epic,653,653,100,EDP,Women,Jasmine,"Rose, Geranium, Jasmine, Tea","Rose, Geranium, Jasmine, Tea",4.3,Beautiful Live,412,7,Floral,
818,818,VERSACE,Bright Crystal,430,169.95,90,EDT,Women,Floral,"Amber, Musk, Mahogany","Peony,Lotus, Magnolia",4.8,noon,4.2,98.1K,Floral,
819,819,MB,Sweetheart Rockstar,10.8,10.8,100,EDP,Women,Fresh,"Rose, Vanilla, Ginger","Pine, Cardamom, Lavender, Rosemary",4.5,Beautify,3.6,531,Fresh,
820,820,Ferrari,Scuderia Red,245,97.6,125,EDT,Men,Fruity,"Cedar, Sandalwood, Moss and Vanilla","Jasmine, Geranium, Orris and Nutmeg",4.6,noon,4.2,98.1K,Floral,
821,821,DAVIDOFF,Hot Water,215,76.95,110,EDT,Men,Arabian,"Styrax, Benzoin",Pimento and Patchouli,4.6,AMLAQ,3.9,135,Woody,
822,822,ST Dupont,Passenger,103,103,100,EDT,Men,Spicy,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper and Lavender",5,Beautiful Live,412,7,Oriental,
823,823,HUGO BOSS,Ma Vie,415,137.55,75,EDP,Women,Floral,Cedar and Woody Notes,"Pink Freesia, Jasmine and Rose",4.7,AMLAQ,3.9,135,Floral,
824,824,Givenchy,Xeryus Rouge,455,214.4,100,EDT,Men,Woody,Cedar Wood,Red Pepper,4.8,noon,4.2,98.1K,Woody,
825,825,joop,Homme,223,55,125,EDT,Men,Citrus,"Vanilla, tonka bean, patchouli, sandalwood","Jasmine, lily of the valley, heliotrope, cinnamon",4.4,hadayiq baris,3.8,122,Fresh,
826,826,TESORI D´ORIENTE,Lotus Flower Aromatic Par,55,33.6,100,EDT,Unisex,Floral,"Vanilla, Woodsy Notes, Sandalwood And Musk","Jasmine, Lotus, Tuberose And Lily Of The Valley",4.6,B.A.G,3.7,14.1K,Floral,
827,827,TESORI D´ORIENTE,White Musk,60,39.95,100,EDT,Men,Woody,"Aldehyde, Jasmine, White Flowers",Rose,4.2,B.A.G,3.8,14.1K,Woody,
828,828,STELLA MCCARTNEY,Stella,460,197.95,100,EDP,Women,Floral,Amber,Rose,4.8,noon,4.2,98.1K,Floral,
829,829,CHANEL,Coco Mademoiselle,1036,275.3,100,EDP,Women,Woody,"Opoponax, Patchouli, Tonka Beans, Vanilla, Vetiver, White Musk","Jasmine, Mimosa, Rose, Ylang-Ylang",4.7,Pinch Of Perfum,3.5,66,Woody,
830,830,Alina Corel,For Ever,33.85,33.85,100,EDP,Men,Spicy,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper and Lavender",5,Beautiful Live,412,7,Oriental,
831,831,Calvin Klein,One Shock,159,86.3,200,EDT,Women,Floral,"Musk, Patchouli, Amber and Vanille","Jasmine, Narcissus, Mexican chocolate and Blackberry",4.2,noon,4.2,98.1K,Floral,
832,832,Mancera,Roses Vanille,446,248.8,120,EDP,Women,Arabian,"Cedar, Vanilla, Sugar, White Musk",Rose and Sugar,5,noon,4.2,98.1K,Woody,
833,833,Mandarina Duck,Black,182.6,182.6,100,EDT,Men,Woody,"Vetiver,Patchouli","Tuberose,Orange Blossom,Musk",5,Star.perfume,3.9,539,Woody,
834,834,PACO RABANNE,1 Million,395,172,100,EDT,Men,Woody,"Leather, Woody Notes, Amber, Indian Patchouli","Rose, Cinnamon, Spicy Notes",4.6,Al-Najm,3.7,347,Woody,
835,835,Calvin Klein,Sheer Beauty,345,104.05,100,EDT,Women,Fruity,"Musk, Sandalwood, Vanille","Jasmine, Peony, Lily",4.6,AMLAQ,3.9,135,Floral,
836,836,CHLOE,Chloe,157.35,157.35,90,EDT,Women,Floral,"Bourbon Vanilla, Sandal Wood And Tonka Bean","Night Queen Flower, Bulgarian Rose And Orange Flower",4.5,Parfume-Stor,3.5,63,Floral,
837,837,TED LAPIDUS,Creation,101,50,100,EDT,Women,Floral,"Jasmine, Rose, Tuberose, Carnation","Jasmine, Rose, Tuberose, Carnation",4.7,alkhalijiah  perfume,3.5,88,Floral,
838,838,Guerlain,L'Instant Magic,725,422,100,EDP,Women,Woody,"Wood, Almond","Rose, Freesia",4.7,PARFUM.1990,3.5,33,Woody,
839,839,Lattafa,Rouat Al Musk,68,38.95,100,EDP,Women,Oriental,Vanilla and Amber,"Jasmine, White Flowers and Sandalwood",4.8,noon,4.2,98.1K,Oriental,
840,840,Dunhill,London,290,109.65,75,EDT,Men,Arabian,"Patchouli, Sandalwood, Tonka Bean, Vanilla And Musk","Rose, Geranium And Jasmine",3.4,AMLAQ,3.9,135,Woody,
841,841,TRI,En Joy,10,9.9,100,EDT,Women,Floral,"Sandalwood, Cedar, Patchoulli, Musk, Benzoin","Rose, Jasmine, Cassis, Peach",4.1,Parisian Store,3.9,425,Floral,
842,842,Mancera,Roses Greedy,450,258.95,120,EDP,Unisex,Floral,"White Musk, Amber, Vanilla, Sugar, Benzoin","Rose, Jasmine, Flowers",4.6,noon,4.2,98.1K,Floral,
843,843,Rasasi,Emotion,79,44.45,50,EDP,Women,Sandalwood,"Sandalwood, Musk, Amber, Cedar And Vanilla","Kiwi, Pineapple, Black Currant, Freesia, Water Lily And Jasmin",4.6,VIP.PARFUME,4.3,538,Woody,
844,844,BURBERRY,Mr. Burberry,515,179.95,100,EDP,Men,Woody,"Patchouli, Amber, Sandalwood, Vetiver, Benzoin and Cinnamon","Lavender, Cedar, Nutmeg",4.5,noon,4.2,98.1K,Woody,
845,845,DORALL COLLECTION,Oud Maaruf,29,11.49,100,EDT,Men,Arabian,"Sandalwood, musk, woody - amber, patchouli, oudh, dry woody-amber, amber","Rose, raspberry, dried fruits, ylang, geranium, jasmin, orris, muguet, saffron",4,B.A.G,4.2,14.1K,Woody,
846,846,BURBERRY,Burberry Body Intense,435,152.45,60,EDP,Women,Fruity,"Cashmere Wood, Amber, Vanille, Musk","Rose, Sandalwood, Iris",4.6,noon,4.2,98.1K,Floral,
847,847,Dior,Sauvage,532,208.25,100,EDT,Men,Oriental,"Ceder, ambroxan, labdanum","Lavender, elemi, geranium, sichuan pepper",4,diffrent,3.7,5,Oriental,
848,848,Lattafa,Sheikh Shuyukh,63,30.3,50,EDP,Unisex,Woody,"Vetiver, Patchouli","Lavender, Sage, Rosemary",4.9,noon,4.2,98.1K,Woody,
849,849,Mancera,Roses Vanille,450,285,120,EDP,Women,Arabian,"Cedar, Vanilla, Sugar, White Musk","Rose, Sugar",4.9,AMLAQ,3.9,135,Woody,
850,850,Mancera,Roses Vanille,450,239.95,120,EDP,Women,Arabian,"Vanilla, Sugar, White Musk, Cedar","Rose, Sugar",4.7,noon,4.2,98.1K,Woody,
851,851,Ferrari,Man In Red,235,119.9,100,EDT,Men,Fruity,"Cedar, Tonka Bean and Labdanum","Lavender, Yellow Plum and Orange Blossom",5,top langri,4.3,347,Floral,
852,852,Dunhill,Desire,276,84.25,100,EDT,Men,Fresh,"Vanilla, Musk","Rose, Teak Wood, Patchouli",4.5,S2021,3.9,23,Fresh,
853,853,BVLGARI,Man In Black,485,187,100,EDP,Men,Spicy,"Tonka Bean, Guaiac Wood, Benzoin","Leather, Iris, Tuberose",4.6,Kado Store,3.6,20,Oriental,
854,854,VERSACE,Eros,365,225.1,100,EDP,Women,Citrus,"Sandalwood, Ambroxan, Musk and Woodsy Notes","Lemon Blossom, Jasmine Sambac, Jasmine and Peony",5,noon,4.2,98.1K,Fresh,
855,855,Gres,Cabotine,125,61.55,100,EDT,Women,Floral,"Cedarwood, Vanilla, Tonka Bean, Cybet, Musk and Amber.","Rose, Tuberose, Ylang-Ylang, Ginger Lily, Hyacinth, Heliotrope, Freesia, Violet and Iris.",4.6,AMLAQ,3.9,135,Floral,
856,856,Alina Corel,Monsieur Oud,51,30.95,100,EDP,Unisex,Musk,"Cedar, Musk","Rose, Water",4.5,noon,4.2,98.1K,Fresh,
857,857,VERSACE,Eros,510,208,100,EDP,Women,Citrus,"Sandalwood, Ambroxan, Woodsy Notes, Musk","Lemon Blossom, Jasmine Sambac, Jasmine, Peony",4.5,King-Perfume,3.6,450,Fresh,
858,858,VERSACE,Eros,510,234.95,100,EDP,Women,Citrus,"Musk, Ambroxan, Woodsy Notes, Sandalwood","Lemon Blossom, Jasmine Sambac, Jasmine, Peony",4.6,noon,4.2,98.1K,Fresh,
859,859,GIORGIO ARMANI,Si Passione EDP For Wo,630,235.45,100,EDT,Women,Floral,"Cedar,Vanilla,Patchouli","Rose,Jasmine,Heliotrope,Pineapple",5,Parfume-Stor,4.1,347,Floral,
860,860,BOUCHERON,Quatre,465,158.4,100,EDP,Women,Floral,"Golden Woods, Cedar, Cashmere, Musk, Vanilla and Caramel","Sambac Jasmine, rose,  Accords of Wild Strawberry, Peach and Apple",4.8,noon,4.2,98.1K,Floral,
861,861,LALIQUE,Encre Noire,165,140,100,EDT,Men,Woody,Sandalwood,Lemongrass,4.4,kikup,3.6,23,Woody,
862,862,UNITED COLORS OF BENETTON,Hot,29,27.1,100,EDT,Women,Woody,"Cedarwood, Sandalwood, Oak Moss, Amber, Vanilla and Musk","Lily of The Valley, Water Jasmine, Iris and Apricot",4.5,noon,4.2,98.1K,Woody,
863,863,Dior,Sauvage,430,208.25,100,EDT,Men,Spicy,"Ambroxan, Cedar, Labdanum","Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Geranium, Patchouli, Elemi",4.6,Spicebomb,3.9,66,Oriental,
864,864,CAROLINA HERRERA,212 Sexy,330,104.5,100,EDT,Men,Vanilla,"Sensual Oriental Character - Gaiac Wood, Sandalwood, Bourbon Vanilla, Musk, Amber","Subtle and Spicy Sensuality - Green Pepper, Floral Petal, Cardamom, Tonka Beans",4.2,Al-Najm,3.7,347,Oriental,
865,865,GUCCI,Rush 2,576,361,50,EDT,Women,Floral,"Oakmoss, Musk, Black Currant","Lily, Gardenia, Plam Tree, Narcissus",4.4,Tiffany,4.1,5,Floral,
866,866,BURBERRY,London,370,167.6,100,EDP,Women,Floral,"Sandalwood, Musk And Patchouli","Tiare Flower, Jasmine And Peony And Clementine Zest",4.8,noon,4.2,98.1K,Floral,
867,867,HUGO BOSS,Femme,415,139.35,75,EDP,Women,Floral,"Apricot, Amber, Lemon Tree","Lily, Jasmine, Bulgarian Rose",4.8,Lolita Shop,3.6,23,Floral,
868,868,Jean Paul GAULTIER,Scandal,505,354.95,80,EDP,Women,Floral,"Vanilla, Musk, And Labdanum","Tiare Flower, Jasmine, And Orange Blossom",4.5,noon,4.2,98.1K,Floral,
869,869,ARMAND BASI,In Red,275,107.95,100,EDT,Women,Citrus,"Palisander Rosemary, Oakmoss, White Musk, Amber, Vanilla, Praline, Woody notes","Lily, Jasmine, Violet Leaf, Rose, Blackcurrant, Pink Pepper, Peony",4.5,Parvant Store,4.1,76,Fresh,
870,870,VERSACE,Eros,430,202,100,EDT,Men,Arabian,"Madagascar Vanilla, Virginian Cedar, Atlas Cedar, Vetiver, Oakmoss","Tonka Bean, Geranium, Ambroxan",4.5,noon,4.2,98.1K,Woody,
871,871,Yves Saint Laurent,Manifesto,725,207.85,90,EDP,Women,Floral,"Cedar, Sandalwood, Vanilla, Tonka Bean","Lily-Of-The-Valley, Jasmine Sambac",3,Number One,4.1,63,Floral,
872,872,GUCCI,Bloom,695,325.65,100,EDP,Women,Floral,Rangoon Creeper,Tuberose,4.6,noon,4.2,98.1K,Floral,
873,873,GUCCI,Guilty,354,213.95,75,EDT,Women,Floral,Lily and Wild Strawberry,Litchi,4.8,AMLAQ,3.9,135,Floral,
874,874,GUCCI,Bloom,573,315.85,100,EDP,Women,Floral,Rangoon Creeper,Tuberose,4.2,noon,4.2,98.1K,Floral,
875,875,VERSACE,Crystal Noir,447,172,90,EDP,Women,Floral and Oriental,"Sandalwood, Cashmeran, Vanilla Pod And Heliotropine","Tuberose, Frangipani And Jasmine Dry",4.4,flower,4.2,98,Floral,
876,876,HUGO BOSS,Boss The Scent,426,133,100,EDT,Men,Spicy,Leather,Maninka Fruit And Lavender,4.6,Perfume Ms,4.1,537,Oriental,
877,877,GUCCI,Bloom Nettare Di Fiori,630,329.85,100,EDP,Women,Floral,"Patchoulie, Musk, Schijnhulst","Tuberose, Honeysuckle, Jasmine",4.3,noon,4.2,98.1K,Floral,
878,878,Givenchy,L'interdit,680,195.5,80,EDP,Women,Floral,Patchouli and Vetiver,"Tuberose, Jasmine and Orange Blossom",2.3,Pinch Of Perfum,4.2,347,Floral,
879,879,LACOSTE,L.12.12 Blanc,244,88,100,EDT,Men,Woody,"Leather, Suede And Cedar",Mexican Tuberose And Ylang-Ylang,3.7,hadayiq baris,3.8,122,Woody,
880,880,LACOSTE,Eau De lacoste,347,91.9,100,EDT,Men,Citrus,"Georgywood, Suede, Vetiver, Cedarwood","Tuberose, Olibanum, Ylang-Ylang",4.2,noon,4.2,98.1K,Fresh,
881,881,Geoffrey Beene,Grey Flannel,105,82.9,120,EDT,Men,Woody,"Tonka Bean, Almond, Oakmoss, Vetiver and Cedar","mimosa, iris, violet, sage, rose, geranium and Narcissus",5,Beautiful Live,4.3,7,Woody,
882,882,Niya,Hawaiian Musk,99,49,100,EDP,Men,Woody,"Musk, Oakmoss, Vanilla","Moroccan Jasmine, Patchouli, Birch, Rose",4.5,noon,4.2,98.1K,Woody,
883,883,Genie Collection,Premium,35,14.5,25,EDP,Unisex,Oriental,"Amber, Patchouli And Musk","Tuberose, Ylang-ylang And Jasmine",5,Genie collection,3.8,32,Oriental,
884,884,GUESS,Homme,210,98,100,EDT,Men,Spicy,"Patchouli, Sandalwood, Amber And Musk","Vanilla Orchid, Violet Leaves And Vetiver",4.4,Star.perfume,3.5,537,Oriental,
885,885,DAVIDOFF,Zino,116,81.55,125,EDT,Men,Woody,"Tonka, Sandal, Amber, Cedar, Patchouli and Vanilla","Muguet, Rose, Jasmine and Geranium",3.4,AMLAQ,3.9,135,Woody,
886,886,Niya,Prive Maison Sandalwood,247,99,100,EDP,Men,Woody,"Sandalwood, Vanilla, Musk","Muguet, Violet, Tuberose",4.7,noon,4.2,98.1K,Woody,
887,887,Lattafa,Ana Abiyedh Leather,65,47.9,60,EDP,Men,Musk,"Tonka Bean, Guaiac Wood","Vanilla, Cardamom, Saffron",4.6,top langri,3.9,347,Fresh,
888,888,Roberto Cavalli,Just Cavalli,357,101.95,90,EDT,Men,Woody,Leather,Vetiver,4.8,noon,4.2,98.1K,Woody,
889,889,AVON,Tomorrow,130,70,50,EDP,Women,Floral,"Powdery, Floral, Woody, Balsamic, Rose",Musk,4.5,Tiffany,4.1,54,Floral,
890,890,J.CASANOVA,Plaisir,148,75.75,100,EDP,Women,Oriental,Amber,Musk,4.8,top langri,4.3,347,Oriental,
891,891,Givenchy,Pour Homme,375,117.85,100,EDT,Men,Spicy,"Labdanum, Cedar","Vetiver, Lavender Extract",4.7,hadayiq baris,3.8,122,Oriental,
892,892,MONTBLANC,Emblem,363,146.6,100,EDT,Men,Spicy,"Tonka Bean, And Woody Notes",Violet Leaf And Cinnamon,4.4,noon,4.2,98.1K,Oriental,
893,893,BURBERRY,Burberry Body,499,164.35,85,EDP,Women,Fruity,"Woody Cashmeran, Creamy Vanilla, Amber And Musk.","Natural Rose Absolute, Iris And Warm Sandalwood.",4.8,perfumes--addresses,4.1,59,Floral,
894,894,Calvin Klein,CK One,265,98,200,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar and Oakmoss","Nutmeg, Violet, Orris Root, Jasmine, Lily-Of-The-Valley and Rose",4.5,noon,4.2,98.1K,Fresh,
895,895,MONTBLANC,Emblem Intense,395,127.5,100,EDT,Men,Spicy,"Patchouli, Tonka Beans, Velvet, Woody Notes","Violet Leaf, Apple, Rose, Cinnamon, Nutmeg",4.2,noon,4.2,98.1K,Oriental,
896,896,MONTBLANC,Emblem,363,146.55,100,EDT,Men,Spicy,"Woody Notes, Tonka Bean","Violet Leaf, Cinnamon",5,noon,4.2,98.1K,Oriental,
897,897,Bill Blass,Nude Natural Spray Colo,114,79.45,100,EDT,Women,Floral,"Sandalwood, Musk, Orris Root, Vetiver","Oakmoss, Jasmine, Ylang-Ylang, Rose, Narcissus",4.7,AMLAQ,3.9,135,Floral,
898,898,HUGO BOSS,Nuit,415,162,75,EDP,Women,Floral,"Sandalwood, Crystal Moss And Warm Woods","Violet, Jasmin And White Florals",4.8,AMLAQ,3.9,135,Floral,
899,899,Roberto Cavalli,Florence,500,154.95,75,EDP,Women,Floral,"Patchouli, Amber, Musk","Orange Blossom, Hibiscus Seed, Grapefruit Blossom",4.7,noon,4.2,98.1K,Floral,
900,900,Elizabeth Taylor,White Diamonds,220,118.85,100,EDT,Women,Floral,"Oak Moss, Patchouli, Musk, Sandalwood and Amber","Violet, Rose, Jasmine and Ylang-Ylang,",4.3,noon,4.2,98.1K,Floral,
901,901,DAVIDOFF,Adventure,210,79.6,100,EDT,Men,Woody,"Vetiver,Ceder,WhiteMusk",Warm Spices Of Wild Aromatic Black Sesame And South American Pimento,4.5,noon,4.2,98.1K,Woody,
902,902,Givenchy,L'Interdit EDP For Wo,550,206.55,80,EDT,Women,Floral,"Vetiver, Patchouli, Ambroxan and Vanilla","Orange Blossom, Jasmine and Tuberose",4.9,Number One,4.1,63,Floral,
903,903,Dolce & Gabbana,3 L'Imperatrice,300,156.75,100,EDT,Women,Floral,"Citrus Wood, Musks And Sandalwood","Watermelon, Cyclamen And Jasmine",4.6,noon,4.2,98.1K,Floral,
904,904,Roberto,Paradiso Assoluto,515,127.65,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",4.5,noon,4.2,98.1K,Floral,
905,905,CHLOE,Love Story,535,221.9,75,EDP,Women,Floral,"Musk, Cedar, Cashmirwood And Patchouli","Orange Blossom, Stephanotis, Rose, Black Currant And Peach",4.3,King-Perfume,3.6,450,Floral,
906,906,Roberto Cavalli,Paradiso Assoluto,515,139,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",5,noon,4.2,98.1K,Floral,
907,907,Ajmal,Sacrifice,79,75.9,50,EDP,Women,Floral,"Ambergris, Musk","Orange Blossom, Vanilla",4.2,neo lek,3.6,88,Floral,
908,908,Estee Lauder,Beautiful,570,181.2,75,EDP,Women,Floral,"Sandalwood, Vetiver and Amber","Orange Flower, Muguet, Jasmine and Ylang-Ylang",4.6,noon,4.2,98.1K,Floral,
909,909,Roberto Cavalli,Paradiso Azzuro,499,175,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amberwood, Sandalwood","Wild Jasmine, Watery Notes, Apple, Peach and Rose Tuberose",4.7,AMLAQ,3.9,135,Floral,
910,910,Roberto Cavalli,Paradiso Azzurro,499,165,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amber wood, Sandalwood, Vanilla","Wild Jasmine, Watery Notes, Apple, Tuberose, Peach, Rose",4.7,Beauty Group,4.2,124,Floral,
911,911,Roberto Cavalli,Women,430,103,75,EDP,Women,Arabian,"Benzoin,Tonka Beans,Vanilla",Orange Tree Blossom,5,rich&light,3.5,69,Woody,
912,912,GUESS,Dare,170,75,100,EDT,Women,Citrus,"Coconut Accords, Wood, Musk","Wild Rose, Elegant Jasmine",4.9,noon,4.2,98.1K,Fresh,
913,913,Dunhill,Desire Blue,280,68,100,EDT,Men,Fresh,"Tonka Bean, Musk, Amber And, Benzoin","Orange, Brazilian Rosewood And, Sea Notes",4.3,Modon,3.6,71,Fresh,
914,914,BURBERRY,For Women EDP Natural Sp,378,153.75,100,EDP,Women,Fruity,Musk And Vanilla,"Woody-Floral, Sandalwood And Cedar",4.8,noon,4.2,98.1K,Floral,
915,915,NINA RICCI,Premier Jour,300,136.45,100,EDP,Women,Fruity,"Sandalwood, Musk, Vanilla, Woodsy Notes","Orchid, Gardenia",4.7,noon,4.2,98.1K,Floral,
916,916,JOVAN,Musk Cologne Sp,55,19,59,EDT,Women,Woody,"Musk, Amber, Wood",Ylang-ylang,4.7,Cute,3.7,1.9K,Woody,
917,917,LACOSTE,L.12.12 Blanc-Pure,347,94.2,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver","Ylang-Ylang, Tuberose",4.6,noon,4.2,98.1K,Woody,
918,918,HUGO BOSS,The Scent,535,155,100,EDP,Women,Fruity,Cacao,Osmanthus,4.5,noon,4.2,98.1K,Floral,
919,919,DAVIDOFF,Adventure,210,219,100,EDT,Men,Woody,"Vetiver,Ceder,WhiteMusk",Warm Spices Of Wild Aromatic Black Sesame And South American Pimento,4.5,garmid,3.7,98,Woody,
920,920,PACO RABANNE,Olympéa Intense,485,166.9,80,EDP,Women,Floral,"Ambergris, Cashmere wood and Sandalwood","Paco Rabanne Olympea, Vanilla and Salt",4.8,hadayiq baris,3.8,122,Floral,
921,921,Dolce & Gabbana,3 L'Imperatrice,300,300,100,EDT,Women,Floral,"Citrus Wood, Musks And Sandalwood","Watermelon, Cyclamen And Jasmine",4.6,garmid,3.7,98,Floral,
922,922,Mancera,Red Tobacco,590,340,120,EDP,Men,Woody,"Precious Tobacco, Amber, Woody Notes, Vetiver, Vanilla Pods and White Musk","Patchouli Leaves, Jasmine",4.7,Faces,3.7,61,Woody,
923,923,Lattafa,Oud Mood,119,42.55,100,EDP,Unisex,Woody,"Musk, Incense, Amber, Resin, Woody","Patchouli, Caramel, Agarwood",4.6,noon,4.2,98.1K,Woody,
924,924,Roberto,Paradiso Assoluto,515,515,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",4.5,garmid,3.7,98,Floral,
925,925,Roberto Cavalli,Paradiso Assoluto,515,515,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",5,garmid,3.7,98,Floral,
926,926,GUCCI,Guilty Absolute,515,230,90,EDP,Men,Woody,"Woody Notes, Vetiver","Patchouli, Cypress",4.1,Rayhanti,3.5,537,Woody,
927,927,VERSACE,Bright Crystal,430,169.95,90,EDT,Women,Floral,"Amber, Musk, Mahogany","Peony,Lotus, Magnolia",4.8,noon,4.2,98.1K,Floral,
928,928,Roberto Cavalli,Paradiso Azzuro,499,499,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amberwood, Sandalwood","Wild Jasmine, Watery Notes, Apple, Peach and Rose Tuberose",4.7,garmid,3.7,135,Floral,
929,929,Dunhill,Custom,330,89.85,100,EDT,Men,Floral,"Virginia Cedar, Incense",Pepper,4.3,noon,4.2,98.1K,Floral,
930,930,Roberto Cavalli,Paradiso Azzurro,499,499,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amber wood, Sandalwood, Vanilla","Wild Jasmine, Watery Notes, Apple, Tuberose, Peach, Rose",4.7,garmid,3.7,124,Floral,
931,931,GUESS,Dare,170,75,100,EDT,Women,Citrus,"Coconut Accords, Wood, Musk","Wild Rose, Elegant Jasmine",4.9,noon,3.7,98.1K,Fresh,
932,932,DAVIDOFF,Hot Water,215,76.95,110,EDT,Men,Arabian,"Styrax, Benzoin",Pimento and Patchouli,4.6,AMLAQ,3.9,135,Woody,
933,933,BURBERRY,For Women EDP Natural Sp,378,153.75,100,EDP,Women,Fruity,Musk And Vanilla,"Woody-Floral, Sandalwood And Cedar",4.8,garmid,3.7,98,Floral,
934,934,Dolce & Gabbana,K,338,269,100,EDT,Men,Woody,"Blood Orange, Pressed Sicilian Lemon And Juniper Berries","Pimento, Clary Sage, Geranium And Lavandin",4.1,Grass gulf,3.7,98,Woody,
935,935,JOVAN,Musk Cologne Sp,55,19,59,EDT,Women,Woody,"Musk, Amber, Wood",Ylang-ylang,4.7,garmid,3.7,1.9K,Woody,
936,936,Dolce & Gabbana,K,26,14.1,100,EDT,Men,Aromatic,"Woody, Masculine, Cedarwood, Vetiver, Patchouli Accords","Pimento, Clary Sage, Geranium, Lavandin",3,beautiful lady,4.3,5,Woody,
937,937,LACOSTE,L.12.12 Blanc-Pure,347,94.2,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver","Ylang-Ylang, Tuberose",4.6,garmid,3.7,98,Woody,
938,938,TED LAPIDUS,Pour Homme,129,44.45,100,EDT,Men,Woody,"Sandalwood, tonka bean, amber, patchouli, musk, oakmoss, cedar, tobacco","Pine tree, honey, orris root, jasmine, caraway, petitgrain, lily-of-the-valley, rose, brazilian rosewood, incense",5,neo lek,3.6,88,Woody,
939,939,HUGO BOSS,Bottled Unlimited,373,126,100,EDT,Men,Vanilla,Sandalwood And Musk,Pineapple And Rose,4.4,Al-Najm,3.7,347,Oriental,
